Area,Region,Market,Zip, pct College Degree or more,pct Asian, pct AA, pct Hispanic,pct Hispanic & AA, Hispanic & AA Pops, $ Median HH Income, Total Households, Total Pops, Avg HH Size
West,South,West Texas,79022,15.7,0.9,4.4,36.2,40.6,4403,52543,3521,10846,3.1
West,South,West Texas,79029,12.9,9.4,3,54.3,57.3,11586,43541,6546,20220,3.1
West,South,West Texas,79045,13.7,0.6,1.6,72.3,73.9,14305,43730,6321,19357,3.1
West,South,West Texas,79065,11.9,0.6,5.5,30.5,36,8050,48876,8147,22362,2.7
West,South,West Texas,79070,20.1,1,1,53.3,54.3,5926,63630,3831,10914,2.8
West,South,West Texas,79072,13.9,0.7,5.8,60.2,66,18557,41952,8877,28117,3.2
West,South,West Texas,79102,18.7,7.1,5.5,38.2,43.7,4163,35919,3869,9526,2.5
West,South,West Texas,79103,8.5,0.8,3.5,62.1,65.6,7019,44475,3625,10699,3
West,South,West Texas,79106,23.1,2,6.7,27,33.7,9521,41656,12102,28251,2.3
West,South,West Texas,79107,6.5,11.8,19,51.6,70.6,24287,31789,10994,34401,3.1
West,South,West Texas,79109,29.9,1.1,3.7,18.3,22,9530,59956,19089,43320,2.3
West,South,West Texas,79110,17.9,0.9,4.8,29.2,34,6888,56421,7628,20258,2.7
West,South,West Texas,79118,21.6,2.5,3.7,27.1,30.8,7128,68251,8091,23142,2.9
West,South,West Texas,79201,13.4,0.8,10.2,29.9,40.1,2858,39549,2323,7128,3.1
West,South,West Texas,79316,11.8,0.5,5,55.5,60.5,7115,38602,3909,11761,3
West,South,West Texas,79323,15.1,0.8,1.5,66.2,67.7,4342,59415,2120,6414,3
West,South,West Texas,79331,8.9,0.6,6.7,57.1,63.8,8029,41910,4043,12584,3.1
West,South,West Texas,79336,15.5,0.5,4.5,49,53.5,10501,49101,7008,19628,2.8
West,South,West Texas,79339,12.3,0.3,6,54,60,4375,38322,2640,7291,2.8
West,South,West Texas,79347,14.6,0.6,1.4,62.3,63.7,4828,35867,2557,7580,3
West,South,West Texas,79364,12.7,0.3,5.2,48.7,53.9,4837,41998,3313,8974,2.7
West,South,West Texas,79401,14.7,5.4,9.3,31.7,41,3635,18105,3572,8866,2.5
West,South,West Texas,79403,10,0.2,28.4,45.7,74.1,13806,35142,6433,18632,2.9
West,South,West Texas,79407,26,1.8,5.3,33.1,38.4,8312,43260,8861,21646,2.4
West,South,West Texas,79410,36.4,1.4,4.7,25.7,30.4,2845,42499,4122,9360,2.3
West,South,West Texas,79411,14,0.6,8.4,62,70.4,5527,27069,3022,7851,2.6
West,South,West Texas,79412,11.8,0.5,13,59.9,72.9,11829,34210,5780,16227,2.8
West,South,West Texas,79413,28.2,1.2,6.4,30.5,36.9,7826,46806,8653,21209,2.5
West,South,West Texas,79414,19.6,1.9,7.1,40.4,47.5,8698,36871,8082,18311,2.3
West,South,West Texas,79415,13.3,6,5.7,59.2,64.9,12060,27276,6904,18583,2.7
West,South,West Texas,79416,30.2,4.2,6,30.3,36.3,12260,48912,13514,33774,2.5
West,South,West Texas,79423,32.5,1.9,4.1,28.8,32.9,11878,60263,14366,36102,2.5
West,South,West Texas,79424,41.9,3.7,1.9,16.6,18.5,8920,75981,19385,48216,2.5
West,South,West Texas,79512,9.7,0.5,12.2,41.4,53.6,4053,41592,2295,7562,3.3
West,South,West Texas,79549,14.9,0.8,4.7,42.3,47,7726,52044,5632,16438,2.9
West,South,West Texas,79553,14.7,0.4,8.5,33.5,42,1386,34026,1291,3300,2.6
West,South,West Texas,79556,16,0.7,5.5,37.6,43.1,5625,37952,5174,13050,2.5
West,South,West Texas,79603,10.3,0.9,11.6,43.1,54.7,13654,37455,9055,24961,2.8
West,South,West Texas,79605,21.5,1.8,7.8,23.9,31.7,9622,42195,12318,30353,2.5
West,South,West Texas,79606,34.1,3.9,6.4,14.5,20.9,5077,60773,10345,24294,2.3
West,South,West Texas,79701,12.5,0.3,10.7,66.7,77.4,24342,45645,10387,31450,3
West,South,West Texas,79702,0,0,0,0,0, -   , -   , -   , -   ,0
West,South,West Texas,79705,31,1.5,9.9,38.9,48.8,20136,84149,15681,41262,2.6
West,South,West Texas,79707,33.2,4,3.8,27.9,31.7,12689,95314,16213,40028,2.5
West,South,West Texas,79714,12.7,0.8,1.9,57.9,59.8,10720,63685,6307,17927,2.8
West,South,West Texas,79720,10.4,0.9,6.6,42.6,49.2,17719,46416,11670,36014,3.1
West,South,West Texas,79735,11.6,1.4,4.6,71.1,75.7,9710,41395,3812,12827,3.4
West,South,West Texas,79745,10.4,0.6,2.6,63.6,66.2,4548,51820,2441,6870,2.8
West,South,West Texas,79756,11.7,0.6,4.9,53.5,58.4,6140,55574,3869,10513,2.7
West,South,West Texas,79761,13.3,0.7,10,60.7,70.7,24361,44497,12656,34457,2.7
West,South,West Texas,79762,20.9,2.1,4.6,44,48.6,19795,60000,15939,40730,2.6
West,South,West Texas,79763,8.1,0.4,3.2,76.3,79.5,32112,45195,13154,40392,3.1
West,South,Albuquerque,79821,7.1,0.8,7.4,77.3,84.7,6696,29970,1767,7906,4.5
West,South,Albuquerque,79835,8.8,0.3,0.9,91.2,92.1,12624,28742,3982,13707,3.4
West,South,Albuquerque,79838,5.4,0.3,0.5,94.2,94.7,8567,30478,2592,9046,3.5
West,South,Albuquerque,79849,4.9,0.1,0.1,98.7,98.8,17666,29010,4591,17881,3.9
West,South,Albuquerque,79901,2.6,0.2,1.2,95.3,96.5,11543,13994,4452,11962,2.7
West,South,Albuquerque,79902,25.4,2.4,2.8,78,80.8,17614,31318,9161,21799,2.4
West,South,Albuquerque,79903,16.5,0.3,1.5,91,92.5,16785,32354,6613,18146,2.7
West,South,Albuquerque,79904,15.9,1.6,9.1,68.7,77.8,27439,33654,11777,35269,3
West,South,Albuquerque,79905,5.6,0.3,1.1,95.9,97,24938,22747,8304,25709,3.1
West,South,Albuquerque,79907,7.6,0.1,0.9,95.4,96.3,53601,31006,17184,55660,3.2
West,South,Albuquerque,79912,46.1,4,2.7,64.8,67.5,54696,58520,30243,81031,2.7
West,South,Albuquerque,79915,8.2,0.2,2.1,94.2,96.3,38151,29115,12913,39617,3.1
West,South,Albuquerque,79922,42.2,1.5,1.2,62,63.2,5548,72257,2919,8779,3
West,South,Albuquerque,79924,14.3,2.1,9.9,66.6,76.5,46094,41759,20588,60253,2.9
West,South,Albuquerque,79925,22.7,1.5,4.7,74.9,79.6,31485,45785,15152,39554,2.6
West,South,Albuquerque,79927,8.3,0.1,0.3,96.7,97,40379,34638,11454,41628,3.6
West,South,Albuquerque,79928,16.6,0.5,2.7,89.5,92.2,54928,46754,16073,59575,3.7
West,South,Albuquerque,79930,15.8,0.6,2.7,85.1,87.8,24395,31783,9803,27785,2.8
West,South,Albuquerque,79932,34.9,1,1.7,76.1,77.8,20838,56021,8603,26784,3.1
West,South,Albuquerque,79934,28.1,3.1,16.2,54.6,70.8,18139,57822,8406,25620,3
West,South,Albuquerque,79935,24,1,4.4,77.6,82,14989,42599,6823,18279,2.7
West,South,Albuquerque,79936,22,1.2,3,85.2,88.2,100577,52581,35376,114033,3.2
West,South,Albuquerque,79938,19.5,1.1,4.4,86.2,90.6,64902,50367,19556,71636,3.7
West,Northwest,Colorado,80002,25.5,1.8,1.1,22.5,23.6,4105,49252,7707,17395,2.3
West,Northwest,Colorado,80003,23.4,4.2,1.7,23.4,25.1,8753,64511,13318,34874,2.6
West,Northwest,Colorado,80010,10.3,3.8,15.4,58.6,74,32880,34836,13907,44432,3.2
West,Northwest,Colorado,80011,13.5,3.9,18.2,45.5,63.7,34347,45226,17902,53920,3
West,Northwest,Colorado,80012,21.3,5.2,22.5,34.1,56.6,28110,45468,19134,49665,2.6
West,Northwest,Colorado,80013,27.5,7.3,14,18.7,32.7,24230,74856,26236,74098,2.8
West,Northwest,Colorado,80014,36.6,6.8,14,15.2,29.2,11675,53310,19097,39984,2.1
West,Northwest,Colorado,80015,39.1,8.2,9,12.6,21.6,14658,86388,22927,67863,3
West,Northwest,Colorado,80016,49.8,10.5,6.2,8.2,14.4,7526,115475,18449,52263,2.8
West,Northwest,Colorado,80017,22.2,4.7,22,27.9,49.9,18241,56579,13889,36556,2.6
West,Northwest,Colorado,80020,41.4,6,1.3,14.6,15.9,8470,94589,19477,53272,2.7
West,Northwest,Colorado,80021,44.4,5.4,1.5,12.7,14.2,4739,81968,14045,33371,2.4
West,Northwest,Colorado,80022,14.1,1.8,3.4,54,57.4,28723,57934,15387,50040,3.3
West,Northwest,Colorado,80026,50.1,4,1.4,18.8,20.2,6157,71760,11864,30481,2.6
West,Northwest,Colorado,80030,14.3,5.6,1.3,44.4,45.7,7636,46668,6460,16708,2.6
West,Northwest,Colorado,80031,32.4,6.5,1.6,26.6,28.2,11484,72746,15735,40722,2.6
West,Northwest,Colorado,80033,30.2,1.6,1.3,22.3,23.6,6038,50598,11843,25585,2.2
West,Northwest,Colorado,80110,22,2.5,2.8,29.9,32.7,7739,43705,9912,23668,2.4
West,Northwest,Colorado,80113,42.7,2.2,2.2,10.6,12.8,2875,62273,10522,22461,2.1
West,Northwest,Colorado,80120,42,2.3,1.7,13.2,14.9,4491,61391,13418,30138,2.2
West,Northwest,Colorado,80122,51.2,2.4,1.1,6.1,7.2,2217,87571,12317,30785,2.5
West,Northwest,Colorado,80123,44.1,5,1,13,14,6713,77198,20513,47951,2.3
West,Northwest,Colorado,80202,58.1,6.1,3.9,7.9,11.8,1552,78016,9077,13156,1.4
West,Northwest,Colorado,80203,56.9,2.8,4.7,10.2,14.9,3354,43206,16395,22511,1.4
West,Northwest,Colorado,80204,25.3,2.2,6.1,55.7,61.8,22491,39172,13703,36394,2.7
West,Northwest,Colorado,80205,37.7,1.4,22.1,29.4,51.5,17911,51930,14810,34778,2.3
West,Northwest,Colorado,80206,60.6,2.4,5,7,12,2942,70247,13930,24520,1.8
West,Northwest,Colorado,80207,33.1,1.4,37.1,18.9,56,12926,61639,8877,23082,2.6
West,Northwest,Colorado,80210,64.4,4.4,1.5,5.7,7.2,2722,75894,17251,37809,2.2
West,Northwest,Colorado,80211,44.6,1.8,2.2,38.9,41.1,16101,54808,17802,39176,2.2
West,Northwest,Colorado,80212,44.5,1.5,1.2,26.5,27.7,5425,61026,9534,19586,2.1
West,Northwest,Colorado,80214,24.8,1.4,2.7,42.8,45.5,11843,41099,11291,26029,2.3
West,Northwest,Colorado,80215,41,1.8,1.9,17.5,19.4,3748,60464,8656,19319,2.2
West,Northwest,Colorado,80216,15.4,0.8,6.4,66,72.4,11034,44177,4824,15241,3.2
West,Northwest,Colorado,80218,60.6,2.1,5.4,8.3,13.7,2613,52072,11952,19075,1.6
West,Northwest,Colorado,80219,9.5,4.6,1.8,69.6,71.4,48579,43910,20380,68038,3.3
West,Northwest,Colorado,80220,49.6,6.6,10.6,13.2,23.8,8669,67397,16610,36424,2.2
West,Northwest,Colorado,80221,12.1,2.7,1.4,59.5,60.9,25605,49135,13929,42044,3
West,Northwest,Colorado,80222,42.3,3.3,6.4,13.3,19.7,4294,52463,10319,21797,2.1
West,Northwest,Colorado,80223,19.1,2.8,3,57.2,60.2,12882,45481,7863,21399,2.7
West,Northwest,Colorado,80224,44.5,5,11.9,13.7,25.6,5193,55236,9489,20286,2.1
West,Northwest,Colorado,80226,32.1,2.9,1.9,32.2,34.1,11100,56927,13415,32551,2.4
West,Northwest,Colorado,80227,35.6,4.3,1.6,25.9,27.5,9759,62491,15207,35486,2.3
West,Northwest,Colorado,80229,13.1,3.1,2.1,52.4,54.5,29736,52817,18569,54561,2.9
West,Northwest,Colorado,80231,45,6.4,15.8,17.4,33.2,11253,49280,16978,33896,2
West,Northwest,Colorado,80232,29.6,4.8,1.2,28.6,29.8,6689,63801,9030,22446,2.5
West,Northwest,Colorado,80233,18.8,4.1,2.1,28.6,30.7,14133,66852,16663,46037,2.8
West,Northwest,Colorado,80236,20.1,6.2,2.2,42.2,44.4,7977,55614,6561,17966,2.7
West,Northwest,Colorado,80239,18.8,2.6,22.8,52.7,75.5,36700,55138,11934,48609,4.1
West,Northwest,Colorado,80246,42.8,5.5,7.8,23,30.8,4564,44580,8084,14818,1.8
West,Northwest,Colorado,80249,25,7.6,28.3,31.4,59.7,17614,69415,9059,29505,3.3
West,Northwest,Colorado,80260,12,3.9,1.8,49.8,51.6,16411,44173,11687,31804,2.7
West,Northwest,Colorado,80301,61.1,4.6,1.5,11.8,13.3,3332,72248,11267,25053,2.2
West,Northwest,Colorado,80401,45.9,3.2,1.3,8.5,9.8,4098,76057,17104,41817,2.4
West,Northwest,Colorado,80435,36.2,1.1,0.8,22.8,23.6,1894,72343,3309,8024,2.4
West,Northwest,Colorado,80498,48,1.1,1.7,23.4,25.1,2030,74855,3287,8087,2.5
West,Northwest,Colorado,80501,30.3,1.9,1.1,32.1,33.2,14085,47974,16748,42424,2.5
West,Northwest,Colorado,80524,41.3,1.4,1.1,20.6,21.7,8041,55444,15126,37057,2.4
West,Northwest,Colorado,80525,50.2,3.3,1.3,10.7,12,6762,65335,23285,56354,2.4
West,Northwest,Colorado,80537,30.5,0.9,0.7,12.1,12.8,5706,53263,17966,44578,2.5
West,Northwest,Colorado,80538,35.9,1.2,0.6,10.9,11.5,5672,62956,19730,49319,2.5
West,Northwest,Colorado,80601,19.2,1.5,1.5,41,42.5,16057,73018,12218,37780,3.1
West,Northwest,Colorado,80620,17.2,0.9,1.2,46.9,48.1,9584,49221,6693,19925,3
West,Northwest,Colorado,80621,10.7,0.9,1.1,49.9,51,6860,57955,4525,13450,3
West,Northwest,Colorado,80631,15.7,1.7,3.1,52.5,55.6,28159,34051,17718,50646,2.9
West,Northwest,Colorado,80634,30.3,1.4,1.1,24.6,25.7,15506,65993,23485,60334,2.6
West,Northwest,Colorado,80807,11.7,0.7,3.2,25.1,28.3,1344,51196,1753,4749,2.7
West,Northwest,Colorado,80817,22.4,2.4,10.7,21.8,32.5,10420,60496,10883,32063,2.9
West,Northwest,Colorado,80903,31.3,1.6,7.4,15.5,22.9,3527,33707,7060,15402,2.2
West,Northwest,Colorado,80904,33.6,1.3,1.7,12.5,14.2,3106,46091,11099,21876,2
West,Northwest,Colorado,80905,24.3,2.2,5.4,23.5,28.9,5163,37826,8369,17865,2.1
West,Northwest,Colorado,80906,37.9,3.3,6.4,15.6,22,8628,65092,15936,39217,2.5
West,Northwest,Colorado,80907,31.6,1.7,3.2,16.1,19.3,5271,45329,12933,27311,2.1
West,Northwest,Colorado,80909,21.4,1.6,7.3,24.5,31.8,11957,40089,16397,37600,2.3
West,Northwest,Colorado,80910,13.1,2.6,15.6,38.3,53.9,17396,35099,12965,32274,2.5
West,Northwest,Colorado,80911,18.3,3.1,10.9,20.3,31.2,10574,62910,11751,33890,2.9
West,Northwest,Colorado,80915,20.1,2.4,7.2,20,27.2,5574,54134,8023,20491,2.6
West,Northwest,Colorado,80916,14,3.5,17.9,35.8,53.7,20005,43719,13517,37253,2.8
West,Northwest,Colorado,80917,31.6,2.4,6.3,16.1,22.4,6999,55988,13374,31244,2.3
West,Northwest,Colorado,80918,35.1,2.5,4.7,14.2,18.9,9307,65208,19873,49245,2.5
West,Northwest,Colorado,80920,50.2,4.6,3.3,10.1,13.4,5552,89994,14427,41434,2.9
West,Northwest,Colorado,81001,16.9,1.2,2.3,56.2,58.5,18115,33992,11969,30966,2.6
West,Northwest,Colorado,81004,14.4,0.5,2.7,52.2,54.9,14472,31270,11136,26361,2.4
West,Northwest,Colorado,81005,22.4,0.7,2.3,45.3,47.6,14552,49454,12453,30571,2.5
West,Northwest,Colorado,81006,19.5,0.3,0.7,37.8,38.5,4780,53650,4784,12416,2.6
West,Northwest,Colorado,81007,26.1,1.1,1.5,24.5,26,7985,63999,11003,30712,2.8
West,Northwest,Colorado,81008,27.1,2.5,2.7,40.6,43.3,4530,50591,4525,10463,2.3
West,Northwest,Colorado,81082,16.9,1.3,1.7,46,47.7,5420,40262,4792,11362,2.4
West,Northwest,Colorado,81212,18.2,0.9,3.1,13.2,16.3,4845,44122,10790,29721,2.8
West,Northwest,Colorado,81301,46,1,0.6,11.9,12.5,3711,60495,12702,29688,2.3
West,Northwest,Colorado,81303,38.7,0.9,0.5,14.3,14.8,1249,67131,3340,8437,2.5
West,Northwest,Colorado,81501,22.7,1.3,1.6,18.9,20.5,4998,35940,9753,24381,2.5
West,Northwest,Colorado,81504,17.2,0.6,1.1,18.2,19.3,5751,52953,11259,29796,2.6
West,Northwest,Colorado,81601,34.5,0.9,1.1,28.8,29.9,4679,65638,5883,15648,2.7
West,Northwest,Colorado,81620,46.7,1.3,2.2,40.7,42.9,4697,68767,4109,10949,2.7
West,Northwest,Colorado,81632,49.9,1,0.7,33.1,33.8,2594,95182,2568,7674,3
West,Northwest,Colorado,82001,22,1.4,3.9,15.6,19.5,7063,46168,15856,36223,2.3
West,Northwest,Colorado,82009,31,1.3,1.8,8.9,10.7,3733,77199,14081,34889,2.5
West,Northwest,Idaho,83201,28.8,1.8,1.2,8.8,10,3903,45443,14600,39026,2.7
West,Northwest,Idaho,83202,20,1,0.4,9.8,10.2,2140,49939,7225,20982,2.9
West,Northwest,Idaho,83221,17.5,0.8,0.3,18.1,18.4,4700,48751,8597,25546,3
West,Northwest,Idaho,83301,17.8,2.1,0.9,14.7,15.6,8609,45985,21041,55183,2.6
West,Northwest,Idaho,83318,15.8,0.7,0.4,29.8,30.2,5211,44352,5902,17254,2.9
West,Northwest,Idaho,83338,12.3,0.6,0.5,36.2,36.7,7401,48639,6825,20167,3
West,Northwest,Idaho,83401,21.5,0.6,0.6,14.9,15.5,6778,49595,14640,43727,3
West,Northwest,Idaho,83402,24.9,0.8,0.8,18.7,19.5,5250,47322,9954,26924,2.7
West,Northwest,Idaho,83404,35.6,1.7,0.8,9,9.8,2206,64316,8539,22511,2.6
West,Northwest,Idaho,83406,29.8,1.1,0.6,7.6,8.2,1351,60000,5302,16478,3.1
West,Northwest,Idaho,83440,30.3,1.2,0.7,7.2,7.9,3068,39178,11067,38835,3.5
West,Northwest,Idaho,83467,24.4,0.7,0.3,3.5,3.8,231,42103,2545,6070,2.4
West,Northwest,Inland Northwest,83501,19.5,0.9,0.6,3.7,4.3,1495,48578,14419,34769,2.4
West,Northwest,Idaho,83605,11.7,1,0.7,36.2,36.9,13708,37454,12247,37148,3
West,Northwest,Idaho,83607,17.5,0.8,0.6,27,27.6,9127,47298,10614,33069,3.1
West,Northwest,Idaho,83617,11.8,1.4,0.3,8.4,8.7,1358,43838,6053,15613,2.6
West,Northwest,Idaho,83628,9.7,0.7,0.4,34.4,34.8,1401,40324,1354,4025,3
West,Northwest,Idaho,83634,17.2,0.7,1.3,11.1,12.4,3573,60942,7436,28813,3.9
West,Northwest,Idaho,83642,31.3,1.8,0.8,8.2,9,3996,66130,15509,44398,2.9
West,Northwest,Idaho,83646,31.8,2.1,0.8,7.5,8.3,4708,68707,18706,56720,3
West,Northwest,Idaho,83647,15.4,2.7,3.1,15.9,19,3722,49456,7727,19587,2.5
West,Northwest,Idaho,83651,14.5,0.9,0.8,25.9,26.7,8514,39321,11365,31887,2.8
West,Northwest,Idaho,83686,21.5,1,0.8,18.7,19.5,10098,51448,17192,51783,3
West,Northwest,Idaho,83687,14.2,1.1,1,24.2,25.2,8381,45764,10686,33256,3.1
West,Northwest,Idaho,83703,38.1,1.9,1.9,6.1,8,1396,54813,7756,17454,2.3
West,Northwest,Idaho,83704,26.8,3.3,2,11.4,13.4,5674,49910,16902,42343,2.5
West,Northwest,Idaho,83705,27.9,2.1,2.7,9.9,12.6,3383,41686,12175,26850,2.2
West,Northwest,Idaho,83706,42.9,3.8,1.9,7.6,9.5,2971,47180,15124,31277,2.1
West,Northwest,Idaho,83709,28.1,3.6,1,8.5,9.5,5511,65929,20521,58008,2.8
West,Northwest,Idaho,83713,38.7,5,1.4,7.4,8.8,2869,66896,11650,32602,2.8
West,Northwest,Idaho,83714,32.6,1.7,0.9,11.1,12,2955,51431,10194,24629,2.4
West,Northwest,Inland Northwest,83814,26.4,0.9,0.5,3.9,4.4,1084,41653,10950,24643,2.3
West,Northwest,Inland Northwest,83843,49.9,3.1,1.2,5.2,6.4,1820,40611,11022,28445,2.6
West,Northwest,Inland Northwest,83854,16.6,1,0.5,5.2,5.7,2371,48247,15444,41596,2.7
West,Northwest,Utah,84003,38.1,0.9,0.4,5.8,6.2,3064,79414,13013,49424,3.8
West,Northwest,Utah,84004,50.6,1,0.6,2.4,3,321,109851,2726,10707,3.9
West,Northwest,Utah,84009,34.8,3.8,0.7,8.6,9.3,2769,92729,8025,29774,3.7
West,Northwest,Utah,84010,39.1,1.6,0.7,6.3,7,3330,70581,16315,47565,2.9
West,Northwest,Utah,84014,39.9,1.2,0.4,4.4,4.8,826,86586,5427,17204,3.2
West,Northwest,Utah,84015,22.5,2.6,2.1,14.3,16.4,11130,64902,20536,67868,3.3
West,Northwest,Utah,84024,0,0,0,0,0, -   , -   , -   , -   ,0
West,Northwest,Utah,84032,28.7,1.2,0.5,15.2,15.7,3353,66608,6496,21354,3.3
West,Northwest,Utah,84041,26.4,2.4,2.2,15.9,18.1,9196,60027,16508,50807,3.1
West,Northwest,Utah,84042,31.5,1.5,0.5,7.7,8.2,950,84240,2931,11581,4
West,Northwest,Utah,84043,36.4,1.9,0.5,7,7.5,4610,76239,16311,61472,3.8
West,Northwest,Utah,84044,11.7,1.1,1,25.3,26.3,7530,59562,8347,28633,3.4
West,Northwest,Utah,84045,37.3,1.3,0.7,6.3,7,1769,75970,6256,25275,4
West,Northwest,Utah,84047,22.8,3.1,2,25.8,27.8,9292,50949,13574,33425,2.5
West,Northwest,Utah,84054,35.5,2.9,1.1,11.9,13,2408,78169,6092,18521,3
West,Northwest,Utah,84057,30.9,2.2,0.6,23.2,23.8,9078,54459,11432,38141,3.3
West,Northwest,Utah,84058,35.8,2.6,1.3,15.7,17,6215,52951,11162,36561,3.3
West,Northwest,Utah,84066,15.7,0.6,0.5,9.6,10.1,1280,60868,3911,12673,3.2
West,Northwest,Utah,84067,18.4,2.1,1.2,15.2,16.4,6597,68350,13439,40227,3
West,Northwest,Utah,84070,24.3,3,1,14.7,15.7,4227,59160,9557,26925,2.8
West,Northwest,Utah,84074,19.8,0.8,0.9,11.9,12.8,6304,65900,14985,49253,3.3
West,Northwest,Utah,84081,22.3,3.3,1.1,20.5,21.6,9845,77199,11969,45578,3.8
West,Northwest,Utah,84084,21.9,4.2,1.2,20.1,21.3,6878,66031,10299,32290,3.1
West,Northwest,Utah,84088,24,3.5,1,18.9,19.9,7560,68798,11313,37991,3.4
West,Northwest,Utah,84093,46.1,3.5,0.6,4.4,5,1199,101950,7700,23972,3.1
West,Northwest,Utah,84095,36.8,3.5,0.8,5.4,6.2,2431,99136,11818,39217,3.3
West,Northwest,Utah,84097,40.2,2.1,0.7,10.5,11.2,2495,69542,6431,22280,3.5
West,Northwest,Utah,84104,10.5,4.4,4.3,55.2,59.5,15054,39630,7114,25300,3.6
West,Northwest,Utah,84105,52.2,3,1.2,6.8,8,1827,66961,9796,22839,2.3
West,Northwest,Utah,84106,36.3,4,1.9,10.2,12.1,4211,59986,14693,34800,2.4
West,Northwest,Utah,84107,28.7,3.8,2.7,14.5,17.2,6016,52265,14856,34976,2.4
West,Northwest,Utah,84111,30.1,5.1,4.1,24.3,28.4,3183,28954,6092,11207,1.8
West,Northwest,Utah,84115,20.6,5.8,4.9,31.1,36,9894,34824,11369,27482,2.4
West,Northwest,Utah,84116,13.6,5.4,5.2,49.5,54.7,19672,42266,11040,35963,3.3
West,Northwest,Utah,84118,11.5,3,1.5,35.2,36.7,15185,59525,11217,41375,3.7
West,Northwest,Utah,84119,13.2,6.2,3.2,38.6,41.8,22244,44575,16688,53216,3.2
West,Northwest,Utah,84120,12.1,6.4,1.9,34.6,36.5,19144,60968,14490,52450,3.6
West,Northwest,Utah,84123,22.9,5.6,2.8,17.1,19.9,7755,55531,14465,38968,2.7
West,Northwest,Utah,84128,12.6,5.9,1.8,33.2,35,11221,67383,8242,32059,3.9
West,Northwest,Utah,84129,18.8,4.3,1.7,21.3,23,9265,68058,12489,40283,3.2
West,Northwest,Utah,84302,25.2,0.7,0.4,10.8,11.2,2794,58098,8240,24950,3
West,Northwest,Utah,84321,34.1,3.4,0.8,15.6,16.4,7244,45315,14028,44169,3.1
West,Northwest,Utah,84337,17.5,1.3,0.5,10.6,11.1,1360,57365,3752,12249,3.3
West,Northwest,Utah,84341,42.2,5.2,1.2,9,10.2,2489,50911,7808,24406,3.1
West,Northwest,Utah,84401,17.1,1.3,2.3,30,32.3,12407,45642,13454,38412,2.9
West,Northwest,Utah,84403,30.4,1.8,1.7,21.5,23.2,8811,60812,13504,37977,2.8
West,Northwest,Utah,84404,17.8,0.9,1.6,22.2,23.8,14441,56453,20502,60675,3
West,Northwest,Utah,84405,23.9,1.4,1.5,11.8,13.3,4475,65039,11762,33643,2.9
West,Northwest,Utah,84414,33.6,1.1,0.4,6.2,6.6,1947,83106,9346,29495,3.2
West,Northwest,Utah,84532,24.6,1.2,0.6,10.2,10.8,1090,46378,4110,10096,2.5
West,Northwest,Utah,84601,28.5,1.8,1,29.7,30.7,10261,42224,10521,33425,3.2
West,Northwest,Utah,84604,49.9,3.9,0.8,8.3,9.1,4733,55096,13604,52014,3.8
West,Northwest,Utah,84648,14.5,0.5,0.5,4.5,5,303,54823,1940,6063,3.1
West,Northwest,Utah,84651,26.5,0.4,0.3,12.2,12.5,3290,64811,7199,26321,3.7
West,Northwest,Utah,84660,28.5,0.7,0.5,10.8,11.3,5021,66445,11989,44437,3.7
West,Northwest,Utah,84663,33.5,0.7,0.5,13.2,13.7,4588,60581,9746,33487,3.4
West,Northwest,Utah,84720,33.6,1.2,1,6.5,7.5,1585,46485,6999,21134,3
West,Northwest,Utah,84737,21.1,0.8,0.6,6.2,6.8,1531,50880,6953,22513,3.2
West,Northwest,Las Vegas,84770,24.5,0.8,1.1,16.8,17.9,7874,48536,15745,43989,2.8
West,Northwest,Utah,84780,22.4,1.3,0.4,9.1,9.5,2129,53544,7362,22415,3
West,Northwest,Las Vegas,84790,26.2,1,0.4,9,9.4,4132,56793,15179,43959,2.9
West,Southwest,Phoenix,85004,29.2,2.4,10.4,35.5,45.9,2514,32550,2355,5477,2.3
West,Southwest,Phoenix,85006,15,0.8,5.6,72,77.6,22782,24230,9384,29358,3.1
West,Southwest,Phoenix,85007,18.7,1.5,13.9,53.3,67.2,10505,35004,5112,15633,3.1
West,Southwest,Phoenix,85008,17.8,1.6,10.4,61.5,71.9,44224,32890,20898,61507,2.9
West,Southwest,Phoenix,85009,4.7,0.5,5.1,81.5,86.6,50766,23796,12768,58621,4.6
West,Southwest,Phoenix,85012,38.4,2.8,5.9,20.2,26.1,1721,48321,3115,6595,2.1
West,Southwest,Phoenix,85013,31.5,3.5,7.9,26.1,34,7678,44118,10874,22583,2.1
West,Southwest,Phoenix,85015,16.2,5.9,9.2,49.1,58.3,24208,34067,14577,41523,2.8
West,Southwest,Phoenix,85016,33.3,3.3,5.2,31.9,37.1,13654,45356,17396,36802,2.1
West,Southwest,Phoenix,85017,7.2,6,7.2,66.1,73.3,29184,27516,11058,39815,3.6
West,Southwest,Phoenix,85018,40.5,2.1,3.2,20.2,23.4,8411,55386,16413,35945,2.2
West,Southwest,Phoenix,85019,6.7,3.6,5.7,70.6,76.3,22747,32781,8170,29812,3.6
West,Southwest,Phoenix,85020,29.2,2.3,3.9,28.1,32,11251,49208,16042,35158,2.2
West,Southwest,Phoenix,85021,25.3,4.3,7.2,34.3,41.5,16521,40421,15810,39810,2.5
West,Southwest,Phoenix,85022,29.3,3.5,4,19.4,23.4,11804,50615,22403,50443,2.3
