Area,Region,Market,Zip, pct College Degree or more,pct Asian, pct AA, pct Hispanic,pct Hispanic & AA, Hispanic & AA Pops, $ Median HH Income, Total Households, Total Pops, Avg HH Size
East,Mid-Atlantic,Myrtle Beach,29588,20.3,1.7,7.2,8.5,15.7,6985,45000,17706,44492,2.5
East,Mid-Atlantic,South Carolina,29601,28.2,0.6,41.8,4.7,46.5,5095,31928,5033,10958,2.2
East,Mid-Atlantic,South Carolina,29605,25.3,0.5,42.6,9.2,51.8,19405,40609,15156,37461,2.5
East,Mid-Atlantic,South Carolina,29607,37.9,3.1,30,6.7,36.7,13926,52189,16430,37945,2.3
East,Mid-Atlantic,South Carolina,29609,31,1.9,14.2,10.1,24.3,7873,43444,12372,32400,2.6
East,Mid-Atlantic,South Carolina,29611,8.8,0.5,32.7,17.6,50.3,15781,28751,11824,31373,2.7
East,Mid-Atlantic,South Carolina,29617,14.2,1.4,13.8,22.6,36.4,10954,36994,10869,30094,2.8
East,Mid-Atlantic,South Carolina,29621,28.3,1.9,20,3.3,23.3,9756,53612,16588,41871,2.5
East,Mid-Atlantic,South Carolina,29624,4.5,0.3,44.9,5.9,50.8,7469,24176,5880,14703,2.5
East,Mid-Atlantic,South Carolina,29626,11.8,0.6,20.1,4.2,24.3,3158,41509,5139,12994,2.5
East,Mid-Atlantic,South Carolina,29630,33.1,3.8,9.6,4.4,14,2021,34400,5728,14439,2.5
East,Mid-Atlantic,South Carolina,29640,12.8,0.4,7.9,4.8,12.7,3968,41132,12207,31242,2.6
East,Mid-Atlantic,South Carolina,29644,17.4,0.4,20.2,5.7,25.9,4977,47664,7138,19217,2.7
East,Mid-Atlantic,South Carolina,29646,16.3,0.5,41.5,10.9,52.4,14652,33778,10881,27962,2.6
East,Mid-Atlantic,South Carolina,29649,31.7,2,28,3.1,31.1,8384,48502,10640,26958,2.5
East,Mid-Atlantic,South Carolina,29650,44.6,6.4,8.5,8.7,17.2,6015,70410,13609,34969,2.6
East,Mid-Atlantic,South Carolina,29651,24.3,1,10.7,9.7,20.4,9700,52735,17802,47550,2.7
East,Mid-Atlantic,South Carolina,29662,33,3.1,27.8,9.2,37,5629,57746,6169,15213,2.5
East,Mid-Atlantic,South Carolina,29673,14.8,0.8,19.6,4.8,24.4,6838,45737,10494,28023,2.7
East,Mid-Atlantic,South Carolina,29678,20,1.1,18.1,4.2,22.3,5140,37561,9389,23051,2.5
East,Mid-Atlantic,South Carolina,29680,30.3,1.1,18.1,8.4,26.5,8706,68201,11572,32852,2.8
East,Mid-Atlantic,South Carolina,29681,42.6,3.6,9.5,5.9,15.4,8704,76997,20454,56522,2.8
East,Mid-Atlantic,South Carolina,29687,27.9,2.7,11.9,9.3,21.2,9429,51842,17693,44477,2.5
East,Mid-Atlantic,South Carolina,29690,19.2,0.5,6.8,2.6,9.4,2226,45185,8526,23682,2.8
East,Mid-Atlantic,Charlotte,29706,11.7,0.5,43.7,1.9,45.6,8761,36172,7374,19213,2.6
East,Mid-Atlantic,Charlotte,29710,27.9,1.2,9.7,3.6,13.3,4614,61078,13344,34692,2.6
East,Mid-Atlantic,Charlotte,29715,35.7,2.9,11.1,6.6,17.7,5571,68979,11712,31475,2.7
East,Mid-Atlantic,Charlotte,29720,14.4,0.6,27.1,5.5,32.6,17091,41213,20583,52427,2.5
East,Mid-Atlantic,Charlotte,29730,18.8,1.3,39.4,4.2,43.6,26200,41570,22472,60091,2.7
East,Mid-Atlantic,Charlotte,29732,34.5,2.1,19.1,7.8,26.9,15970,58547,23697,59368,2.5
East,Mid-Atlantic,Charlotte,29745,18.3,0.9,16.5,5.4,21.9,6962,49826,11518,31791,2.8
East,Southeast,Georgia,29801,22.3,0.5,44.3,3.9,48.2,13545,41853,11081,28101,2.5
East,Southeast,Georgia,29803,42.7,2.1,15,4,19,7338,70151,16518,38623,2.3
East,Southeast,Georgia,29812,13.9,1,38.7,2.6,41.3,4905,35798,4581,11877,2.6
East,Southeast,Georgia,29841,24.3,0.7,24.4,7.2,31.6,10611,51307,13626,33578,2.5
East,Southeast,Georgia,29860,28.9,1.1,16.9,2.4,19.3,2975,69131,5763,15415,2.7
East,Southeast,GA/SC Coast,29902,33.1,2,21.2,7.5,28.7,5633,45899,6519,19626,3
East,Southeast,GA/SC Coast,29906,15.5,1.5,33.2,9.9,43.1,10738,42693,8732,24913,2.9
East,Southeast,GA/SC Coast,29910,34.5,1.7,10.3,20.5,30.8,12602,60048,14429,40914,2.8
East,Southeast,GA/SC Coast,29926,43.8,0.8,9.7,16.7,26.4,6800,69474,10539,25758,2.4
East,Southeast,Atlanta / Athens,30004,58.1,11.8,8.6,9.3,17.9,11245,106239,22281,62820,2.8
East,Southeast,Atlanta / Athens,30008,21.7,2.5,43.6,29.8,73.4,26239,47351,11839,35748,3
East,Southeast,Atlanta / Athens,30011,21,4.8,11.6,8.4,20,3596,60041,5858,17979,3.1
East,Southeast,Atlanta / Athens,30012,15.2,1.1,47.1,19.5,66.6,20377,38390,10369,30596,3
East,Southeast,Atlanta / Athens,30013,26.4,2.5,65.2,7.2,72.4,19286,54072,9585,26638,2.8
East,Southeast,Atlanta / Athens,30014,17.6,0.9,35.9,5.4,41.3,15440,46420,13254,37384,2.8
East,Southeast,Atlanta / Athens,30016,18,0.9,51.5,5.6,57.1,30812,51088,17620,53962,3.1
East,Southeast,Atlanta / Athens,30021,17.9,20.6,57.8,3.1,60.9,13794,31203,7758,22651,2.9
East,Southeast,Atlanta / Athens,30022,58.8,17.2,10.4,6.7,17.1,12289,104157,25902,71865,2.8
East,Southeast,Atlanta / Athens,30024,54.6,23.3,11.1,7.4,18.5,14546,100831,25157,78629,3.1
East,Southeast,Atlanta / Athens,30030,57.6,5.3,20.5,2.6,23.1,6605,65871,13225,28595,2.2
East,Southeast,Atlanta / Athens,30032,18.7,0.6,86.8,2.3,89.1,45391,37010,18494,50944,2.8
East,Southeast,Atlanta / Athens,30033,54.2,17.5,10.6,4.3,14.9,4735,58633,13929,31778,2.3
East,Southeast,Atlanta / Athens,30034,23.9,0.3,95.6,1.4,97,44776,51544,16897,46161,2.7
East,Southeast,Atlanta / Athens,30035,19.8,1.3,92.4,2,94.4,21245,42653,8186,22505,2.7
East,Southeast,Atlanta / Athens,30038,31,0.3,93.9,2,95.9,38305,51202,15220,39943,2.6
East,Southeast,Atlanta / Athens,30039,29,3.2,63,8.7,71.7,33794,63525,15341,47133,3.1
East,Southeast,Atlanta / Athens,30040,39.4,8.3,4.8,12.8,17.6,12388,81666,24259,70387,2.9
East,Southeast,Atlanta / Athens,30041,45.8,13.3,2.3,7.8,10.1,6798,93391,23212,67309,2.9
East,Southeast,Atlanta / Athens,30043,35.6,12.8,24.2,15.9,40.1,35007,73835,28308,87299,3.1
East,Southeast,Atlanta / Athens,30044,28.4,13.5,30.7,29.6,60.3,55882,53515,29776,92673,3.1
East,Southeast,Atlanta / Athens,30045,30.7,5.9,44.6,14.7,59.3,22174,69572,11368,37393,3.3
East,Southeast,Atlanta / Athens,30046,22.2,8.5,35.8,25,60.8,24085,49393,13524,39613,2.9
East,Southeast,Atlanta / Athens,30047,34.6,15.2,19,18.6,37.6,23592,68291,20602,62744,3
East,Southeast,Atlanta / Athens,30052,25.7,2.1,26.2,7.4,33.6,21971,64110,21863,65391,3
East,Southeast,Atlanta / Athens,30058,24.9,0.5,92.9,2.7,95.6,54743,46198,20453,57263,2.8
East,Southeast,Atlanta / Athens,30060,19.3,3.3,30.1,37.9,68,25771,38948,12928,37899,2.9
East,Southeast,Atlanta / Athens,30061,0,0,0,0,0, -   , -   , -   , -   ,0
East,Southeast,Atlanta / Athens,30062,52.5,8.9,11.3,7.9,19.2,12697,91258,24397,66132,2.7
East,Southeast,Atlanta / Athens,30064,45.6,2.9,22.7,8,30.7,15196,82899,18492,49498,2.7
East,Southeast,Atlanta / Athens,30066,44.5,6.7,12.7,7.7,20.4,11727,80485,21278,57486,2.7
East,Southeast,Atlanta / Athens,30067,43.1,6.5,31.9,14.2,46.1,21544,53667,20168,46733,2.3
East,Southeast,Atlanta / Athens,30071,23.4,13.9,19.6,49.3,68.9,18410,45683,8050,26720,3.3
East,Southeast,Atlanta / Athens,30075,54.4,4.6,7.6,7.5,15.1,8465,105572,20881,56062,2.7
East,Southeast,Atlanta / Athens,30076,46.5,5,13.3,23.9,37.2,17949,74155,18276,48249,2.6
East,Southeast,Atlanta / Athens,30078,34.3,7,31.2,9.3,40.5,14550,66045,12232,35925,2.9
East,Southeast,Atlanta / Athens,30080,46.3,5.8,32.6,19.2,51.8,25634,54871,22926,49486,2.2
East,Southeast,Atlanta / Athens,30083,25.9,6.3,76.9,4.2,81.1,44787,40987,20222,55225,2.7
East,Southeast,Atlanta / Athens,30084,36.5,11.3,24.6,20.7,45.3,18172,53116,15138,40114,2.6
East,Southeast,Atlanta / Athens,30087,37.6,4.7,61.3,5.8,67.1,25550,68169,13662,38078,2.8
East,Southeast,Atlanta / Athens,30088,27,1.2,91,2.5,93.5,25129,51252,9680,26876,2.8
East,Southeast,Atlanta / Athens,30092,46.8,9.5,25.6,17.3,42.9,14281,60871,13072,33289,2.5
East,Southeast,Atlanta / Athens,30093,15.9,10.8,26,55,81,48210,38683,18273,59519,3.3
East,Southeast,Atlanta / Athens,30094,27,1.8,51.1,4.4,55.5,18175,58595,11543,32747,2.8
East,Southeast,Atlanta / Athens,30096,34.4,21,25.1,23.5,48.6,34043,52583,27213,70048,2.6
East,Southeast,Atlanta / Athens,30101,34.6,3.2,16.8,8,24.8,15036,79789,20570,60628,2.9
East,Southeast,Atlanta / Athens,30102,27,3,12.4,13.3,25.7,10793,65853,14481,41995,2.9
East,Southeast,Atlanta / Athens,30103,12.5,0.7,6.4,4.6,11,1649,48655,5347,14993,2.8
East,Southeast,Atlanta / Athens,30106,28.7,2.3,53.8,11.3,65.1,13437,52539,7639,20640,2.7
East,Southeast,Atlanta / Athens,30110,13.8,0.8,7.2,1.7,8.9,1147,43920,4701,12892,2.7
East,Southeast,Atlanta / Athens,30114,32.7,1.6,7.6,13.3,20.9,11056,61678,18288,52899,2.9
East,Southeast,Atlanta / Athens,30115,32.1,1.2,4.7,7.7,12.4,5420,80020,14822,43706,2.9
East,Southeast,Atlanta / Athens,30117,21.5,1.1,22.6,10.3,32.9,11810,36735,13000,35898,2.8
East,Southeast,Atlanta / Athens,30120,17.9,0.7,14.6,10.7,25.3,9857,53683,13734,38961,2.8
East,Southeast,Atlanta / Athens,30121,16.3,1.7,13.2,9.6,22.8,5517,49920,8639,24199,2.8
East,Southeast,Atlanta / Athens,30122,23.5,1.8,52.7,13.6,66.3,17390,46903,9974,26229,2.6
East,Southeast,Atlanta / Athens,30125,10.4,0.8,12.2,20.5,32.7,8039,39590,8600,24583,2.9
East,Southeast,Atlanta / Athens,30126,44.8,3.9,40.4,16.4,56.8,21478,71279,13723,37814,2.8
East,Southeast,Atlanta / Athens,30127,31.9,1.7,39.6,7.2,46.8,31447,74948,22076,67195,3
East,Southeast,Atlanta / Athens,30132,23.1,1.1,15.6,6,21.6,7947,67260,12726,36792,2.9
East,Southeast,Atlanta / Athens,30134,19.6,0.9,43,9.4,52.4,22809,51871,14571,43529,3
East,Southeast,Atlanta / Athens,30135,27.4,2,40.8,6.8,47.6,31537,66529,22148,66255,3
East,Southeast,Atlanta / Athens,30141,19.7,1,21.8,5.9,27.7,6683,62247,8326,24128,2.9
East,Southeast,Atlanta / Athens,30143,23.4,0.9,1.6,3.5,5.1,1143,54897,8904,22420,2.5
East,Southeast,Atlanta / Athens,30144,39,6.4,21.6,10.4,32,18054,66300,20823,56418,2.7
East,Southeast,Atlanta / Athens,30152,45,5.1,16.6,9.3,25.9,11284,89141,15369,43569,2.8
East,Southeast,Atlanta / Athens,30153,13.7,0.6,15,3.9,18.9,3552,45599,6946,18793,2.7
East,Southeast,Atlanta / Athens,30157,19.2,0.9,16.4,6,22.4,11153,63050,16924,49788,2.9
East,Southeast,Atlanta / Athens,30161,18.1,0.8,23.7,7.1,30.8,10916,42793,13541,35442,2.6
East,Southeast,Atlanta / Athens,30165,17.5,2.2,12.2,18.5,30.7,12498,45436,14971,40710,2.7
East,Southeast,Atlanta / Athens,30168,24.6,0.7,62.4,24.3,86.7,24106,43215,9793,27804,2.8
East,Southeast,Atlanta / Athens,30180,19.7,1.4,22.5,6.1,28.6,10542,53888,12879,36861,2.9
East,Southeast,Atlanta / Athens,30188,37.1,2.9,7.2,10.5,17.7,10893,76376,22862,61541,2.7
East,Southeast,Atlanta / Athens,30189,41.9,1.9,7.3,8.9,16.2,6459,86545,13771,39869,2.9
East,Southeast,Atlanta / Athens,30213,28.8,1.1,78.6,6.7,85.3,31628,51477,13385,37079,2.8
East,Southeast,Atlanta / Athens,30214,33.3,3.7,43.6,9.4,53,15970,69405,10927,30133,2.8
East,Southeast,Atlanta / Athens,30223,11.5,0.9,38.6,4.7,43.3,16096,33329,13644,37174,2.7
East,Southeast,Atlanta / Athens,30228,22.1,2.2,53.6,8.6,62.2,26485,59376,13768,42580,3.1
East,Southeast,Atlanta / Athens,30233,9.3,0.6,24,3.6,27.6,6699,44851,7943,24273,3.1
East,Southeast,Atlanta / Athens,30236,21.3,5.4,59.3,12,71.3,31553,47753,16020,44254,2.8
East,Southeast,Atlanta / Athens,30238,17.7,2.5,73.4,10.4,83.8,33719,47529,12499,40237,3.2
East,Southeast,Georgia,30240,22.8,1.6,30.5,3.9,34.4,10548,49745,11537,30662,2.7
East,Southeast,Georgia,30241,15.3,2.8,45.3,4.5,49.8,12316,41562,8799,24731,2.8
East,Southeast,Atlanta / Athens,30248,19.4,1.5,27.9,5.1,33,8427,63268,8292,25536,3.1
East,Southeast,Atlanta / Athens,30252,24.1,1.4,26.4,3.7,30.1,13465,72178,14589,44735,3.1
East,Southeast,Atlanta / Athens,30253,27.2,4.3,48.8,7.7,56.5,30681,61454,18563,54303,2.9
East,Southeast,Atlanta / Athens,30260,13.7,14.3,56.2,11.1,67.3,18271,43494,9344,27148,2.9
East,Southeast,Atlanta / Athens,30263,21,0.9,25.8,8.3,34.1,20085,52224,21252,58901,2.8
East,Southeast,Atlanta / Athens,30265,32.8,4.1,15,6.9,21.9,7668,73213,12659,35014,2.8
East,Southeast,Atlanta / Athens,30272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
East,Southeast,Atlanta / Athens,30273,19,4.1,71.2,9.5,80.7,14708,52775,6268,18226,2.9
East,Southeast,Atlanta / Athens,30274,16.9,5.6,77.6,8.3,85.9,28577,39526,11563,33268,2.9
East,Southeast,Atlanta / Athens,30281,24.7,4.7,45.7,9.2,54.9,39773,58678,26030,72447,2.8
East,Southeast,Georgia,30286,11.8,0.9,30.1,2.5,32.6,7374,34666,8920,22620,2.5
East,Southeast,Atlanta / Athens,30291,20.1,1,84.2,6.8,91,20929,39636,9139,22999,2.5
East,Southeast,Atlanta / Athens,30294,23.3,1.9,84.5,4.8,89.3,36791,57381,13602,41199,3
East,Southeast,Atlanta / Athens,30297,6.7,8,40.5,33,73.5,22390,31547,9539,30462,3.2
East,Southeast,Atlanta / Athens,30303,49.2,4.7,56.3,5.4,61.7,2726,46368,1389,4418,3.2
East,Southeast,Atlanta / Athens,30306,68.1,3.8,5.3,4.3,9.6,2337,86950,12322,24339,2
East,Southeast,Atlanta / Athens,30310,17.3,0.7,91.1,1.8,92.9,28239,23858,11624,30397,2.6
East,Southeast,Atlanta / Athens,30311,21.3,0.2,94.3,3.2,97.5,34400,30685,14341,35282,2.5
East,Southeast,Atlanta / Athens,30314,17.6,0.2,95.3,2,97.3,21962,23258,7184,22571,3.1
East,Southeast,Atlanta / Athens,30315,18,0.9,80.5,7.7,88.2,32442,26016,12560,36782,2.9
East,Southeast,Atlanta / Athens,30316,33.3,1.2,61.5,3.3,64.8,21705,42728,14029,33496,2.4
East,Southeast,Atlanta / Athens,30317,36.8,1.3,57.2,2,59.2,7544,45885,5628,12743,2.3
East,Southeast,Atlanta / Athens,30318,38.2,7.8,53.8,5.8,59.6,37240,39621,24092,62483,2.6
East,Southeast,Atlanta / Athens,30324,56.6,9.4,18.5,18.4,36.9,11002,60172,16049,29816,1.9
East,Southeast,Atlanta / Athens,30326,69,8.1,9.8,5.2,15,953,96675,4553,6354,1.4
East,Southeast,Atlanta / Athens,30329,48.7,10.5,14.7,30.7,45.4,12033,47257,11465,26505,2.3
East,Southeast,Atlanta / Athens,30331,30.1,0.4,94.1,2.6,96.7,59661,42193,24776,61697,2.5
East,Southeast,Atlanta / Athens,30337,22.6,1.1,78.8,5.8,84.6,11363,32243,5571,13431,2.4
East,Southeast,Atlanta / Athens,30340,23.6,14.9,18.6,41,59.6,19674,40656,11190,33010,2.9
East,Southeast,Atlanta / Athens,30341,40.3,11.4,16.4,31.9,48.3,17147,54320,13736,35500,2.6
East,Southeast,Atlanta / Athens,30342,57.5,4.5,12.1,21.3,33.4,11500,77567,14175,34431,2.4
East,Southeast,Atlanta / Athens,30344,23.6,0.9,74.2,11.5,85.7,30635,37288,14229,35747,2.5
East,Southeast,Atlanta / Athens,30345,48.1,8.6,16,19.2,35.2,8500,67300,9979,24148,2.4
East,Southeast,Atlanta / Athens,30346,63.5,21.5,17,5.5,22.5,759,70971,2194,3374,1.5
East,Southeast,Atlanta / Athens,30349,26.6,1.3,91.5,2.9,94.4,72971,45300,28901,77300,2.7
East,Southeast,Atlanta / Athens,30350,46.9,5.1,30.6,10.2,40.8,15529,58920,17741,38062,2.1
East,Southeast,Atlanta / Athens,30354,11.8,3.1,66.6,16.1,82.7,13741,29775,6160,16615,2.7
East,Southeast,Atlanta / Athens,30360,38.1,9.2,15.6,35.1,50.7,8530,54229,5802,16824,2.9
East,Southeast,Georgia,30401,7.8,0.7,38.8,5.4,44.2,6046,30985,5030,13679,2.7
East,Southeast,GA/SC Coast,30458,28.4,2.1,35.2,4.4,39.6,16945,31278,15245,42791,2.8
East,Southeast,Georgia,30474,15.7,1.1,31.4,6.4,37.8,6150,36789,6338,16270,2.6
East,Southeast,Atlanta / Athens,30501,18.9,1.6,14.2,45.7,59.9,18422,38796,9914,30755,3.1
East,Southeast,Atlanta / Athens,30504,15.9,4.1,8.3,52.4,60.7,15385,47191,7909,25346,3.2
East,Southeast,Atlanta / Athens,30518,31.3,7.8,14,19.3,33.3,16980,65444,17444,50990,2.9
East,Southeast,Atlanta / Athens,30519,33.8,8.9,16.9,11.8,28.7,13540,72887,15218,47177,3.1
East,Southeast,Atlanta / Athens,30528,17.8,0.5,2.3,3.5,5.8,1406,43882,9154,24247,2.6
East,Southeast,Atlanta / Athens,30529,10.7,1.5,11.7,7.1,18.8,2169,47033,4180,11535,2.8
East,Southeast,Atlanta / Athens,30531,15.4,4.2,4.7,28.4,33.1,3686,36776,3791,11137,2.9
East,Southeast,Atlanta / Athens,30534,19.1,0.7,1,4.3,5.3,1449,56770,10026,27347,2.7
East,Southeast,Atlanta / Athens,30538,9.7,0.3,5.9,4.3,10.2,305,39971,1149,2989,2.6
East,Southeast,Atlanta / Athens,30540,15,0.6,1.6,14.9,16.5,2955,39382,6973,17911,2.6
East,Southeast,Atlanta / Athens,30542,27.3,2.7,6.4,14,20.4,7197,69744,12280,35281,2.9
East,Southeast,Atlanta / Athens,30549,20.5,2.2,8.8,5.7,14.5,3376,60088,8042,23284,2.9
East,Southeast,Atlanta / Athens,30566,22.6,2.9,7,25.4,32.4,2787,51473,3242,8603,2.7
East,Southeast,Atlanta / Athens,30577,15.5,0.9,12.1,3.3,15.4,3342,37993,8393,21703,2.6
East,Southeast,Atlanta / Athens,30601,19.8,1.2,41.2,15.3,56.5,12518,22498,8699,22156,2.5
East,Southeast,Atlanta / Athens,30605,46,7.2,21.2,5.8,27,12437,31425,16994,46063,2.7
East,Southeast,Atlanta / Athens,30606,43.5,3.7,24.2,9.2,33.4,14949,43567,18672,44757,2.4
East,Southeast,Atlanta / Athens,30620,16.8,3.2,15.4,11,26.4,3477,58951,4242,13171,3.1
East,Southeast,Atlanta / Athens,30622,36.9,4.6,8.6,6.4,15,1391,74925,3327,9275,2.8
East,Southeast,Atlanta / Athens,30643,14.3,1.1,21.7,3.1,24.8,4153,40469,6692,16747,2.5
East,Southeast,Atlanta / Athens,30655,14.6,0.8,26.6,4,30.6,7725,45032,9166,25245,2.8
East,Southeast,Atlanta / Athens,30680,15.8,3.3,11.9,9.8,21.7,9000,49546,14449,41476,2.9
East,Southeast,Atlanta / Athens,30701,15,1.4,5.4,19.4,24.8,10332,47720,14461,41662,2.9
East,Mid-Atlantic,Nashville,30720,21.6,3,4.9,32.7,37.6,10602,51024,10165,28197,2.8
East,Mid-Atlantic,Nashville,30721,7.9,0.9,4.6,45,49.6,27898,41411,18050,56245,3.1
East,Mid-Atlantic,Nashville,30728,10,0.7,5.5,2,7.5,1447,37576,7421,19290,2.6
East,Mid-Atlantic,Nashville,30742,11.4,2.9,5.5,3.4,8.9,661,37222,3019,7429,2.5
East,Southeast,Georgia,30809,42.4,5.3,14.7,5.7,20.4,9884,91907,17464,48451,2.8
East,Southeast,Georgia,30813,22.2,2.2,24.4,11.3,35.7,14312,60742,14312,40090,2.8
East,Southeast,Georgia,30815,13.8,1.4,59.9,4.7,64.6,26747,48225,14355,41404,2.9
East,Southeast,Georgia,30824,11.5,0.6,46.3,2.1,48.4,8266,36897,6426,17079,2.7
East,Southeast,Georgia,30901,10.7,0.3,85.4,1.6,87,13848,17088,6630,15917,2.4
East,Southeast,Georgia,30904,24.8,1.7,49.8,3.3,53.1,14330,30476,11528,26986,2.3
East,Southeast,Georgia,30906,10.7,0.9,63.1,4,67.1,40236,34836,21028,59964,2.9
East,Southeast,Georgia,30907,34.2,6,17.1,5.5,22.6,11697,68102,20458,51758,2.5
East,Southeast,Georgia,30909,30.3,2.8,45,6.3,51.3,22495,42533,19588,43850,2.2
East,Southeast,Georgia,31015,11.6,1.3,45,3.3,48.3,10455,33503,8323,21645,2.6
East,Southeast,Georgia,31021,18.1,1.5,43.6,2.6,46.2,13033,38334,10801,28211,2.6
East,Southeast,Georgia,31028,17.2,4.9,23.5,5.3,28.8,1661,55163,2362,5769,2.4
East,Southeast,Georgia,31030,16.1,0.6,56.2,9.6,65.8,11467,34174,6530,17427,2.7
East,Southeast,Georgia,31037,5.2,0.5,43.4,14.1,57.5,2413,28823,1083,4196,3.9
East,Southeast,Georgia,31061,19.2,2,41.7,2.3,44,19107,39906,15792,43426,2.7
East,Southeast,Georgia,31069,17.2,1.9,32.9,3.1,36,7380,46505,7809,20501,2.6
East,Southeast,Georgia,31082,12.7,0.9,54.6,1.4,56,5748,36447,3952,10265,2.6
East,Southeast,Georgia,31088,24.2,3.6,28.5,8.7,37.2,20375,54572,21016,54771,2.6
East,Southeast,Georgia,31093,11.6,2.1,43.5,8.2,51.7,15260,37601,11474,29516,2.6
East,Southeast,Georgia,31204,19.8,0.9,64.6,2.4,67,21267,28554,13020,31742,2.4
East,Southeast,Georgia,31206,7.9,0.5,78.4,3.7,82.1,23603,24543,9939,28749,2.9
East,Southeast,Georgia,31210,43.1,4.3,28.5,2.8,31.3,9949,61788,13055,31785,2.4
East,Southeast,Georgia,31211,19.2,0.6,53.8,2.5,56.3,9641,41684,6910,17125,2.5
East,Southeast,GA/SC Coast,31313,18.5,2.9,42.6,14.9,57.5,23103,45036,14866,40179,2.7
East,Southeast,GA/SC Coast,31322,30.2,3.7,29.6,7.8,37.4,10067,67250,10344,26918,2.6
East,Southeast,GA/SC Coast,31324,38,2.8,13.8,8.9,22.7,5749,81129,8863,25325,2.9
East,Southeast,GA/SC Coast,31326,22.8,1.8,15.3,5.2,20.5,4318,67126,7402,21064,2.8
East,Southeast,GA/SC Coast,31401,32.8,2.8,46.6,4.2,50.8,11487,24306,9433,22612,2.4
East,Southeast,GA/SC Coast,31404,18.8,1.4,69.3,3,72.3,22763,34695,11968,31484,2.6
East,Southeast,GA/SC Coast,31405,27.3,2.5,47.5,5.6,53.1,21655,46591,15154,40781,2.7
East,Southeast,GA/SC Coast,31406,30.7,3,37.2,6.8,44,16663,54842,14285,37870,2.7
East,Southeast,GA/SC Coast,31408,13.4,2,44,17.6,61.6,6660,38718,3300,10812,3.3
East,Southeast,GA/SC Coast,31415,11.3,0.6,90,2.8,92.8,12424,24528,4719,13388,2.8
East,Southeast,GA/SC Coast,31419,28.9,4,35.9,9.4,45.3,24090,56603,20726,53179,2.6
East,Southeast,GA/SC Coast,31501,15.7,1.5,42.6,2.7,45.3,6207,35342,5744,13702,2.4
East,Southeast,GA/SC Coast,31503,10.1,0.8,20.2,4.5,24.7,5385,39337,7742,21803,2.8
East,Southeast,GA/SC Coast,31520,11.5,0.9,50.9,12.5,63.4,14677,30224,8809,23150,2.6
East,Southeast,GA/SC Coast,31525,18.2,2.5,27.7,6.2,33.9,10179,50190,11510,30028,2.6
East,Southeast,Georgia,31533,13.9,1.4,33.8,12.2,46,7362,32716,5827,16005,2.7
East,Southeast,GA/SC Coast,31545,9.9,0.5,20.2,5.5,25.7,4108,41382,6004,15983,2.7
East,Southeast,GA/SC Coast,31548,18,2.2,20.6,6.2,26.8,5639,56967,7671,21041,2.7
East,Southeast,GA/SC Coast,31558,21.9,1.6,17.1,7.8,24.9,5129,60632,7490,20599,2.8
East,Southeast,The Panhandle,31601,11.4,0.5,56.8,7.2,64,22510,26829,12842,35172,2.7
East,Southeast,The Panhandle,31602,28.6,2.5,33.8,4,37.8,13991,43382,13686,37012,2.7
East,Southeast,Georgia,31701,12.9,0.6,78.4,1.6,80,17483,23036,7957,21854,2.7
East,Southeast,Georgia,31705,9.2,0.4,71.5,4.1,75.6,24965,28926,11630,33022,2.8
East,Southeast,Georgia,31707,22.7,1.4,56.7,2.7,59.4,13889,38524,10101,23382,2.3
East,Southeast,Georgia,31709,21.4,2.3,50.5,6.6,57.1,8688,36653,5821,15215,2.6
East,Southeast,Georgia,31750,11.5,0.7,34.3,6.3,40.6,7409,33287,7001,18248,2.6
East,Southeast,Georgia,31768,10.9,0.6,32.2,16.5,48.7,11409,33126,8664,23428,2.7
East,Southeast,Georgia,31788,12.4,1.5,14.9,23.4,38.3,4220,37330,3808,11019,2.9
East,Southeast,The Panhandle,31792,22.4,1.1,45.7,3.4,49.1,11693,38596,9533,23814,2.5
East,Southeast,Georgia,31793,17.7,1.8,17.2,11.6,28.8,2571,45939,3000,8926,3
East,Southeast,Georgia,31794,14.3,1.5,36.3,10.2,46.5,12841,36149,10495,27614,2.6
East,Southeast,Georgia,31901,18.1,0.6,54.5,4.4,58.9,5327,19529,3521,9044,2.6
East,Southeast,Georgia,31903,5.6,1.4,71,14.2,85.2,17803,23189,8031,20896,2.6
East,Southeast,Georgia,31904,22.3,3.1,23.2,9,32.2,11150,46643,14107,34627,2.5
East,Southeast,Georgia,31906,19,0.6,68.3,3.6,71.9,16491,32378,9888,22936,2.3
East,Southeast,Georgia,31907,17.9,1.6,65.4,5.7,71.1,42185,45436,22435,59332,2.6
East,Southeast,Georgia,31909,31.3,5,18.5,7.9,26.4,9785,56933,15242,37064,2.4
East,Southeast,Jacksonville,32003,39.6,4.3,5.4,7.8,13.2,3756,84104,10259,28452,2.8
East,Southeast,Jacksonville,32011,10.9,0.6,5.2,3.1,8.3,1242,52225,5431,14964,2.8
East,Southeast,Jacksonville,32034,32.6,1.3,7.2,5.2,12.4,4098,61768,14258,33045,2.3
East,Southeast,Jacksonville,32043,19.7,1.1,10,8.3,18.3,4912,53490,9634,26839,2.8
East,Southeast,The Panhandle,32055,11.8,1.4,30.5,5.3,35.8,5863,36904,6043,16377,2.7
East,Southeast,Jacksonville,32063,8.6,1,10.2,3.4,13.6,1791,49781,4364,13168,3
